dataset,query_id,source,target,objective,c1,c2,c3,c4,c5,path
NY,0020,41292,44908,distance,221327,514555,612,1477,220,41292->41294->41289->41298->41318->41222->41248->41249->41250->41247->41246->41242->41244->41230->41228->41227->41232->41192->41190->41235->41237->41175->41362->41361->41336->41337->41331->41333->41334->40880->41335->40897->41342->40901->40898->40903->40970->40966->40962->40965->40964->40922->40916->40913->40917->40923->40926->40925->40930->40819->40817->40820->41640->41639->41637->41636->48387->48344->48348->48370->48368->48369->48372->48359->48364->48363->48365->48376->50378->48436->48437->48435->48440->47789->47795->47792->47796->47813->47812->47811->47809->47810->47802->47799->47798->47797->47763->47761->47759->47749->47754->47748->47747->47638->47642->47620->47619->47616->47614->47613->47578->47577->47575->47568->47566->47565->47035->47303->47036->47299->47027->47019->47285->47249->47245->47246->47237->47236->47234->46926->46924->47113->47114->47104->47103->47102->47054->47056->47062->47044->47042->46483->46484->46482->46479->46463->46461->46457->46459->46430->46428->46427->46424->46423->46409->46408->46244->46245->46187->46160->46171->46149->46148->46138->46132->45872->45869->45867->45859->45858->45856->45822->45826->45827->45825->45828->45812->45810->45809->45788->45787->45783->45782->45780->45777->45774->45772->45757->45756->45752->45755->45439->45437->45436->45433->45428->45419->45415->45396->45385->45382->45375->45370->45336->45334->45333->45328->45327->45302->45301->45300->45298->45288->45286->45171->45168->45160->45114->45109->45103->45102->45017->45013->45012->44932->44929->44928->44927->44913->44914->44908
NY,0020,41292,44908,travel_time,272321,330186,626,1195,185,41292->41294->41289->41298->41318->41222->41248->41324->41325->41326->41255->41258->41368->41367->41366->41356->41369->41359->41358->41357->41373->40977->40976->40996->40984->40983->40986->40992->41672->41673->41676->48632->48634->48635->48633->48612->48594->48399->48398->48395->48388->41636->41635->41631->41628->41626->41623->41622->41607->41604->41600->41590->41585->41587->41582->41577->41566->41563->41559->41553->38972->38808->38809->38803->38786->38785->38738->38732->38729->38731->38720->38719->38721->38742->38745->41508->41512->46863->47490->46869->46867->46870->46981->46982->50483->46978->46976->46965->46944->46945->46946->46943->46927->47234->47233->47115->47110->47116->47111->46708->46709->47128->47091->47092->47096->47090->47078->47076->47075->46519->46523->129952->129951->129958->129957->129956->129959->129950->129949->126991->126988->126975->126968->126958->126956->126955->126932->126929->126928->127409->129569->129568->126867->126865->126864->132314->132313->132312->126811->126810->126801->126761->126748->126745->126746->126685->125403->125401->125372->45443->45441->45442->125308->125280->125249->125238->125236->125235->125223->125222->125220->125157->125153->45147->45146->45145->45142->45098->45095->45094->45093->45075->45066->45065->45064->41929->41923->41919->41920->41922->41918->41917->41915->41914->44903->44908
NY,0020,41292,44908,elevation,263337,618835,352,1305,199,41292->41294->41289->41298->41290->41317->41316->41213->41215->41204->41202->41201->41179->41155->41154->41161->41163->41162->40630->40629->40628->40582->40581->40554->40550->40391->40387->40376->40385->40374->40372->40380->40377->40378->40340->40337->40347->40350->40357->38596->38595->38582->38878->38867->38868->38871->38827->38826->38823->38824->38829->38828->38821->38820->38817->38835->38843->38678->38765->38766->38676->38758->38759->38737->38724->38729->38731->38720->38719->38721->38742->38745->41508->41512->46859->46858->46860->46856->46852->46851->46855->46894->46897->46899->46890->46901->46891->46793->46791->46792->46794->46772->46770->46727->46722->46719->46720->46718->46471->46468->46405->46453->46464->46469->46466->46465->46456->46450->46417->46414->46411->46412->46407->46238->46160->46171->46169->46151->46150->46139->46138->46132->45872->45869->45867->45859->45860->45857->45831->45826->45827->45825->45828->45812->45810->45808->45784->45785->45778->45782->45780->45777->45774->45772->45757->45756->45752->45755->45439->45437->45436->45433->45428->45426->45425->45397->45401->45399->45398->45389->45351->45358->45348->45347->45344->45319->45318->45317->45313->45312->45296->45308->45310->45186->45184->45178->45180->45179->45176->45175->45153->45152->45148->45117->45108->45086->45082->45100->45084->45080->45078->45077->44934->44931->44930->44915->44927->44913->44914->44908
NY,0020,41292,44908,avg_degree,266279,660293,802,817,129,41292->41281->41282->41308->40210->40211->40181->40179->40177->40178->40160->40034->40033->40011->39992->39935->39932->39917->39914->39736->39737->39759->39720->39678->39675->39677->39679->39456->39453->39455->39414->39415->39413->39389->39388->39411->39410->37280->37271->37270->37234->37231->37230->37216->37118->37116->37110->37112->37111->37108->37107->37060->37049->37046->37040->37036->37038->36631->36628->36629->36626->36592->36583->36581->36489->36481->36480->36477->36476->36478->36460->36459->35719->35722->35721->35725->35726->35724->35723->35730->35715->35729->44610->44609->44611->44613->44614->44647->44644->44649->44641->44468->44467->44464->44443->44434->44407->44406->44400->44384->44387->44388->44389->43475->43478->43476->45229->45269->45267->45261->45263->45260->45259->45058->45048->45046->45042->45024->45023->45018->45017->45013->45012->44932->44929->44928->44927->44913->44914->44908
NY,0020,41292,44908,hop_count,275455,681655,770,823,129,41292->41281->41282->41308->40210->40211->40181->40179->40177->40178->40160->40034->40033->40011->39992->39935->39932->39917->39914->39736->39737->39759->39720->39678->39675->39677->39679->39456->39453->39455->39414->39415->39413->39389->39388->39411->39410->37280->37271->37270->37234->37231->37230->37216->37118->37116->37110->37112->37111->37108->37107->37060->37049->37046->37040->37036->37038->36631->36628->36629->36626->36592->36583->36581->36489->36481->36480->36477->36476->36478->36460->36459->35719->35722->35721->35725->35726->35724->35723->35730->35715->35729->44610->44609->44608->44603->44607->44642->44644->44649->44641->44468->44467->44464->44443->44434->44407->44406->44400->44384->44387->44388->44389->43475->43478->43476->45229->45269->45267->45261->45263->45260->45259->45058->45048->45046->45042->45025->45016->45011->45010->45005->44924->44926->44921->44901->44899->44896->44902->44908
NY,0021,47663,24703,distance,218631,419430,548,1296,210,47663->47685->47678->47679->47689->47701->47703->47712->48350->48356->48358->48369->48373->48381->48406->48411->48412->48421->48423->48432->48611->48624->48622->48625->48626->48629->48645->48649->48650->53419->53416->53420->53445->53446->53451->53450->53470->53475->53474->53498->53515->53511->53517->53514->53521->53524->53583->53574->53577->53601->53580->53582->52915->53342->53608->53343->53387->53386->53398->53388->53389->53392->53393->53395->53396->53397->53663->53664->53665->53672->53673->52767->52768->52769->52772->50651->50652->50657->50658->50659->50660->50835->50837->50838->50884->50885->50878->50879->55683->56621->56622->56623->50862->51178->51179->51180->51182->51183->51189->51191->51193->51248->51249->51253->51254->51255->51256->51257->51259->51278->51282->51287->51288->51290->51308->51347->52217->52216->52208->52218->52215->52223->52229->52221->52286->52287->52289->52290->52293->52295->52296->51848->51828->51849->51851->51855->51856->51857->52100->52102->51845->52090->52091->52082->52093->52083->52095->52089->52085->52087->52088->52054->52065->52066->52072->52064->52069->52071->52135->52133->52136->52131->52138->52008->52013->52006->52011->52032->52010->52029->52027->52028->52034->52024->52023->52014->52021->52628->52630->52612->52614->52621->51977->52620->52617->52618->52609->52605->52606->51677->51675->51674->51678->28997->29000->28998->29003->24457->24453->24455->24471->24463->24472->24684->24681->24683->24687->24693->24708->24700->24703
NY,0021,47663,24703,travel_time,225386,283543,588,1062,170,47663->47673->47672->41592->41599->41590->41600->41604->41607->41622->41623->41626->41628->41631->41635->41636->48388->48395->48398->48399->48594->48612->48633->48635->48642->48643->48644->53408->53409->53413->53439->53440->53443->53451->53452->53460->53463->53464->53478->53482->53484->53506->53561->53565->53567->53568->53606->53607->53653->53654->53657->53660->53662->53663->53664->53665->53672->53673->52767->52768->52769->52772->50651->50652->50657->50658->50659->50660->50835->50837->50838->50884->50885->50878->50879->55683->56621->56622->56623->50862->51178->51179->51180->51182->51183->51189->51191->51193->51248->51249->51253->51254->51255->51256->51257->51259->51278->51279->51275->51276->51171->51167->51164->51165->51161->51158->51156->51159->51736->51740->51739->51718->51719->51720->51722->51724->51727->51787->51788->51700->51697->51698->51864->51867->51691->51863->51880->51881->51878->51560->51561->51563->51564->51555->51584->51559->51578->51574->51597->51571->51569->51570->51573->51624->51626->51628->51635->51660->51661->28977->28975->28973->28969->28968->28971->28985->28986->24454->24453->24455->24471->24463->24472->24684->24681->24683->24687->24693->24708->24700->24703
NY,0021,47663,24703,elevation,273029,573109,368,1220,190,47663->47685->47678->47679->47689->47701->47703->47712->48350->48356->48358->48369->48373->48371->48385->48397->48403->48416->48601->48600->48602->48613->48594->48612->48614->48619->48620->48635->48636->48637->48638->48641->48645->48649->48650->53419->53416->53420->53445->53446->53451->53443->53440->53444->53449->53448->53468->53472->53473->53474->53498->53515->53511->53517->53518->53519->53526->53586->53589->53588->53574->53577->53576->53578->53337->53334->53324->53322->53328->53329->53218->53229->53228->53226->53223->53221->53234->53211->53232->53239->53240->53241->53242->52925->53371->53372->53377->53378->53379->53380->50645->50646->50650->50651->50652->50657->50658->50659->50660->50835->50837->50838->50884->50885->50878->50856->50855->50853->50852->50863->50864->50868->50849->50861->50857->50862->51174->51175->51069->51070->51092->51091->51093->51097->51099->51103->51106->51108->51119->51121->56740->51137->51136->56593->51140->51139->51147->51144->51145->51141->51685->51683->51688->51531->51530->51690->51691->51863->51880->51881->51878->51883->51879->51886->51888->51562->51566->51565->51593->51583->51591->51595->51596->51616->51648->51649->51650->51657->51658->51670->51671->51673->51674->51678->28997->29000->24481->24480->24486->24478->24476->24473->24686->24692->24694->24697->24714->24710->24713->24717->24703
NY,0021,47663,24703,avg_degree,234043,392026,496,814,137,47663->47685->47678->47676->41596->41606->41604->41607->41622->41623->41626->41628->41631->41635->41636->48388->48395->48398->48415->48600->48602->48615->48639->48638->48641->48645->48649->48650->53419->53416->53420->53421->53422->53423->53454->53465->53480->53478->53482->53484->53506->53561->53565->53567->53568->53606->53607->53653->53654->53657->53660->53662->53663->53664->53665->53672->53673->52767->52768->52769->52772->50651->50652->50657->50658->50659->50660->50835->50837->50838->50884->50885->50878->50879->55683->56621->56622->56623->50862->51178->51179->51180->51182->51183->51189->51191->51193->51248->51249->51253->51254->51255->51139->51147->51144->51145->51141->51685->51683->51688->51531->51530->51690->51691->51863->51880->51881->51878->51560->51561->51562->51945->51964->51965->51968->51970->52601->52609->52618->52619->52625->52626->50611->51678->28997->29000->24481->24480->24484->24478->24476->24473->24686->24683->24687->24699->24700->24703
NY,0021,47663,24703,hop_count,230993,361642,502,828,137,47663->47685->47678->47676->41596->41606->41604->41607->41622->41623->41626->41628->41631->41635->41636->48388->48395->48398->48399->48594->48612->48633->48635->48642->48643->48644->53408->53409->53413->53439->53440->53443->53451->53452->53460->53463->53464->53478->53482->53484->53506->53561->53565->53567->53568->53606->53607->53653->53654->53657->53660->53662->53663->53664->53665->53672->53673->52767->52768->52769->52772->50651->50652->50657->50658->50659->50660->50835->50837->50838->50884->50885->50878->50879->55683->56621->56622->56623->50862->51178->51179->51180->51182->51183->51189->51191->51193->51248->51249->51253->51254->51255->51139->51147->51144->51145->51141->51685->51683->51688->51531->51530->51690->51691->51863->51880->51881->51878->51560->51561->51562->51945->51964->51965->51968->51970->52601->52609->52618->52619->52625->52626->50611->51678->28997->29000->24481->24480->24484->24478->24476->24473->24686->24683->24687->24699->24700->24703
NY,0022,50820,225995,distance,600554,1012089,1056,2440,406,50820->50821->50844->50823->50818->50819->53980->50798->50737->50738->53982->54455->54450->54451->54453->54417->54426->54425->54421->54419->54410->54431->54440->54437->54435->54433->54484->54338->54391->54386->54395->54397->54392->54394->54381->54382->54552->54560->54559->54558->54557->54556->54550->54564->54565->54566->54598->54597->54602->53958->53900->53955->53944->53957->53965->53954->53963->53950->53951->53939->53941->53923->53931->53933->55148->55146->53930->55145->55143->55063->55062->55076->55077->55070->55115->55075->55072->55074->55110->55122->55124->55121->55091->55097->55095->55106->55257->55254->55102->54827->55255->54947->54946->54945->54949->54942->54940->54939->54937->54938->54914->54915->54966->54912->54963->54960->54957->54958->54956->54845->54864->54865->54847->54854->54852->54850->54851->54856->54857->54842->54839->54838->52779->52778->50898->50899->50895->50896->50890->50887->50886->50878->50856->50855->50850->50828->50826->50827->50697->50695->50694->50693->50680->50679->50757->50761->50760->50699->50704->50702->50701->28159->28155->28150->28144->28142->28140->28141->28139->27782->27781->27779->27780->27778->27777->27775->27776->27786->27785->27774->27761->27760->27738->27736->27739->27740->27753->27751->27752->27750->27749->27673->27674->27626->27625->27624->27622->27621->27613->27611->27608->27610->27606->27605->27604->27602->27540->27539->27529->27528->27491->27531->27534->8776->8676->27516->27633->34145->25804->25802->25803->25836->25822->25819->25813->25814->25808->25740->25738->25737->25730->25729->20888->20887->20868->20865->20858->20857->20680->20685->20681->20673->20671->20657->20656->20650->20649->20411->20412->20407->20543->20384->20378->20539->19468->19466->19465->19457->19456->19450->19439->19435->19434->19432->19431->19380->19378->19376->19374->19372->19371->19355->19353->19354->19352->19175->19171->19172->19170->19167->19168->19160->19158->19127->19118->19117->15710->15706->15707->15702->15701->15700->15617->15626->15616->15615->15614->15612->15638->15351->15352->15646->15331->8591->8590->8580->8581->8568->8570->34206->7929->7907->7641->7723->7724->34200->7904->7838->7839->34198->34199->34718->34720->7835->7707->7740->7741->7721->7719->7720->7718->7729->7728->7727->6891->6892->34189->34190->16737->16738->228794->228791->228767->228766->228757->228758->228705->228706->228756->228754->228598->228597->228599->234746->228595->228594->228643->228642->228639->228564->228636->228635->228614->228612->228611->228609->228606->228533->228153->228151->228159->228158->228156->228155->228154->228139->228138->228135->228136->228132->228131->228122->228060->228056->228104->228055->228099->228042->228098->228057->228095->228040->228066->228069->228083->228080->228064->234412->228077->227829->227827->227826->227825->227821->228938->228939->234804->228934->227818->228912->228913->228910->228908->228909->225994->225992->225995
NY,0022,50820,225995,travel_time,749458,776901,1456,2448,421,50820->50821->50844->50823->50818->50819->53980->50798->50737->50738->53982->54455->54450->54451->54453->54417->54426->54425->54421->54419->54410->54431->54440->54437->54435->54433->54484->54336->54326->54321->53977->49802->46291->46290->46328->49571->39922->49570->49494->49493->49492->49491->49485->49487->49483->49482->49472->49470->49466->49465->49463->49190->49189->49175->49174->49022->49023->49016->49001->49000->48987->48986->48985->48984->48983->48956->48882->48881->48879->48880->48878->48942->48936->48940->48941->48938->48939->48925->48923->48922->48924->49061->49052->49057->49056->49054->49055->48722->48738->48742->48743->48778->48777->48771->48767->48764->48766->48754->48757->48756->48748->48747->48746->48652->48653->48651->48648->48645->48641->48638->48637->48636->48635->48633->48612->48594->48399->48398->48395->48388->41636->41635->41631->41628->41626->41623->41622->41607->41604->41600->41590->41585->41587->41582->41577->41566->41563->41559->41553->38972->38808->38809->38803->38786->38785->38738->38732->38729->38724->38737->38759->38758->38661->38656->38653->38648->38640->38639->38635->38636->38344->38345->38343->38340->38339->38497->38496->38505->38504->38544->38447->38445->38443->38453->38439->38451->38452->38429->38428->40225->40226->40222->40221->40230->39432->39431->39434->39438->39476->39478->39455->39453->39442->39441->39444->39439->39325->39329->39334->39327->39331->39312->39306->39300->39138->39135->39130->39128->39125->39065->39064->104729->104733->104734->104240->104241->104238->104098->104097->104096->104095->104094->104092->104148->104146->104147->105727->105730->112887->112797->112796->112776->112777->112782->103318->103319->113032->113037->113050->113042->112980->112974->112973->112972->112970->109253->109254->113285->113293->113292->113461->113136->113134->113135->113472->113474->33979->33980->33981->18179->18330->18170->18341->18342->18303->6516->6517->6519->18308->18531->18517->18291->18526->18527->18523->18551->18557->18724->18115->18112->18135->18136->18126->18125->18124->18121->18122->18123->19266->19268->19248->19251->19244->19261->19263->19264->19349->19174->19173->19169->19167->19168->19160->19158->19127->19118->19117->15710->15706->15707->15702->15701->15700->15617->15626->15616->15615->15614->15612->15638->15351->15352->15646->15331->8591->8590->8580->8581->8568->8570->34206->7929->7907->7641->7723->7724->34200->7904->7838->7839->34198->34199->34718->34720->7835->7707->7740->7741->7721->7719->7720->7718->7729->7728->7727->6891->6892->34189->34190->16737->16738->228794->228793->228792->228778->228737->228727->228728->228725->228724->228729->228730->230022->230003->230007->230008->230015->230017->230018->230019->230020->230021->230095->230096->233610->230143->230144->230456->230457->230481->230477->230219->230474->230473->234380->229773->229753->229752->229744->229372->229371->234332->234331->234421->229253->229252->234420->229259->228974->228965->228961->228959->228957->226000->225993->225986->225983->225985->225991->225362->225992->225995
NY,0022,50820,225995,elevation,694009,1197118,840,2152,368,50820->50821->50844->50823->50818->50819->53980->50798->50737->50738->53982->54455->54450->54456->54452->54454->54458->54428->54427->54445->54443->54444->54439->54441->54442->54438->54435->54433->54484->54338->54391->54386->54387->56679->56678->54332->54333->54341->54340->54358->53782->53780->53777->53775->56650->53855->53850->53849->53798->53791->53790->53793->53788->53807->53808->53806->53809->53814->54769->54768->54761->53758->54767->54778->54781->54793->56735->54792->54791->54790->54764->54763->54762->54759->54757->54751->53748->53747->53743->53738->53737->53736->53734->53703->53700->53698->53697->52774->52773->50651->50650->50646->50649->27432->27433->27421->27422->27425->27426->27427->27428->27429->27430->27431->28134->28135->28145->28146->28147->28148->28149->28154->28150->28153->28156->28152->28160->27794->27789->27788->27787->27785->27773->21388->27725->28119->28120->27767->28117->28116->27723->27722->27720->27719->27861->27856->27857->27833->27834->15760->15761->27830->27836->27837->27843->27914->27913->27819->27908->27815->26034->25927->25923->25895->25894->25901->25900->25897->25896->25844->25842->25753->25746->25747->20890->20867->20864->20859->20855->20686->20682->20673->20671->20657->20656->20650->20649->20411->20408->20401->20394->20392->20389->20390->20364->20365->20366->20368->20335->20362->20330->19312->19310->19307->19308->19315->19309->19305->19326->19325->19304->19320->19321->19288->19287->19285->19273->19271->19267->19266->19268->19248->19251->19243->19263->19264->19349->19174->19173->19169->19167->19168->19160->19158->19127->19118->19117->15710->15706->15707->15702->15701->15700->15617->15616->16072->15594->15595->15597->15604->15608->15606->15601->15605->15352->15646->15333->34277->34278->8579->8582->8573->8575->8577->8578->8596->7967->7962->7960->7956->7955->7946->7944->7941->7935->7933->7908->7904->7838->7839->34198->34199->34718->34720->7835->7707->7706->7704->7690->7716->7715->7711->7709->7727->6891->6892->34189->34190->16737->16738->228794->228793->228792->228778->228737->228727->228726->228722->228710->234417->228663->228645->228643->228642->228639->228564->228636->228635->228614->228612->228611->228609->228606->228533->228607->228617->228622->228623->228624->228625->228195->228165->228163->228162->228157->228155->228154->228139->228138->228135->228136->228132->228131->228122->228110->228107->228101->228109->228108->228102->228112->228086->228096->228040->228066->228069->228083->228080->228064->234412->228077->227829->227827->227826->227825->227821->228938->228939->234804->228934->227818->228912->228913->228910->228908->228909->225994->225992->225995
NY,0022,50820,225995,avg_degree,753433,958973,1474,1432,277,50820->50821->50844->50823->50810->50740->54043->54042->54404->54417->54426->54425->54421->54419->54410->54431->54440->54437->54435->54433->54484->54336->54326->54321->53977->49802->46291->46290->46328->49571->49787->49786->49785->49788->49789->49784->49579->49782->49778->49776->49780->49753->49754->49755->49752->49759->49758->49756->49757->53671->53670->53669->53666->53664->52761->52762->52763->52766->52765->52764->50647->50648->50646->50649->27432->27433->27421->27422->27425->27426->27427->27428->27429->27430->27431->28134->28135->28145->28146->28147->28148->28149->28154->28150->28153->28156->28152->28160->27794->27789->28122->28123->28124->28125->28128->28132->28133->28705->28708->28706->28707->28709->28710->28711->28657->28653->28652->28649->28650->28646->28648->28644->28642->28641->28460->28441->28442->34313->28459->28458->28453->28452->28451->28482->28484->28483->28488->28487->28489->28490->28481->23522->23521->23523->23524->12313->12314->23537->23660->23659->23662->23667->23735->23737->23741->23745->23758->23765->23768->23791->24895->24897->24901->25062->25064->25070->25090->25147->25149->24028->24025->24017->14214->14213->14212->14211->14204->14203->14208->14206->14207->14160->14161->14157->13618->13617->13615->13609->13608->14275->14276->14273->11213->11206->11194->11164->11168->11182->11177->11175->11170->11171->233602->233593->233580->233578->232931->232927->232860->232846->232845->232844->232843->232796->232794->232793->232735->232734->232733->232732->232687->232678->232677->232535->232534->232533->232528->232527->232525->232442->232381->231815->231814->231807->231806->231793->230857->230853->230852->230848->230836->230613->230612->230610->230607->230606->230605->230590->230586->230589->230588->230561->230559->230556->230555->230554->230553->230478->230474->230473->234380->229773->229753->229752->229744->229372->229371->234332->234331->234421->229253->229252->234420->229259->228974->228965->228961->228959->228957->226000->225993->225986->225983->225985->225991->225362->225992->225995
NY,0022,50820,225995,hop_count,758344,1125901,1370,1492,268,50820->50821->50844->50823->50810->50740->54043->54042->54404->54417->54426->54425->54421->54419->54410->54431->54440->54437->54435->54433->54484->54336->54326->54321->53977->49802->46291->46290->46328->49571->49787->49786->49785->49788->49789->49784->49579->49782->49778->49776->49780->49753->49754->49755->49752->49759->49758->49756->49757->53671->53670->53669->53667->53665->53672->53673->52767->52768->52769->52772->50651->50652->50657->50658->50659->50660->50835->50837->50838->50884->50885->50878->50879->55683->56621->56622->56623->50862->51174->51175->51069->51070->51092->51091->51093->51084->51083->51086->51087->51117->51118->56743->56592->51682->51532->51533->51534->56586->28715->28714->28713->28712->28658->28653->28652->28649->28650->28646->28648->28644->28642->28641->28460->28441->28442->34313->28459->28458->28453->28452->28451->28482->28484->28483->28488->28487->28489->28490->28481->23522->23521->23523->23524->12313->12314->12317->12315->12311->12307->12309->12304->13915->13918->13930->13931->13932->13807->13778->13804->13805->13818->13901->13897->13903->13902->13906->13907->13872->14015->14018->14017->14010->14020->14021->14019->14022->14023->13616->13614->13613->13607->13609->13608->14275->14276->14273->11213->11206->11194->11164->11165->233640->233621->233620->233624->233611->233576->233573->233570->233566->233564->233543->233539->233532->233474->233531->233529->232747->232746->232719->232671->232668->232672->232655->232653->232107->232099->232097->232093->232091->232065->232064->231838->232061->231936->231928->231927->231925->231924->231913->231889->231906->231903->231885->231771->231770->231671->231670->234393->230581->230580->230563->230562->230560->230556->230555->230554->230553->230478->230474->230473->234380->229773->229753->229752->229744->229372->229371->234332->234331->234421->229253->229252->234420->229259->228974->228965->228961->228959->228957->226000->225993->225986->225983->225985->225991->225362->225992->225995
NY,0023,53588,48626,distance,19748,49365,63,152,24,53588->53584->53583->53524->53521->53514->53517->53511->53515->53498->53474->53475->53470->53450->53451->53446->53445->53420->53416->53419->48650->48649->48645->48629->48626
NY,0023,53588,48626,travel_time,24798,46555,85,196,31,53588->53584->53583->53524->53521->53514->53517->53511->53515->53498->53474->53475->53470->53450->53451->53443->53440->53439->53413->53409->53408->48644->48643->48642->48635->48636->48637->48638->48641->48645->48629->48626
NY,0023,53588,48626,elevation,24534,61332,51,172,26,53588->53589->53586->53526->53525->53521->53514->53517->53511->53490->53496->53472->53468->53448->53447->53442->53439->53418->53414->53415->53416->53419->48650->48649->48645->48629->48626
NY,0023,53588,48626,avg_degree,21647,54114,65,140,22,53588->53584->53525->53518->53517->53511->53515->53498->53497->53473->53469->53449->53444->53440->53441->53415->53416->53419->48650->48649->48645->48629->48626
NY,0023,53588,48626,hop_count,23336,58335,57,148,22,53588->53584->53525->53521->53520->53494->53490->53496->53472->53468->53448->53449->53444->53440->53441->53415->53416->53419->48650->48649->48645->48629->48626
NY,0024,53737,45581,distance,170663,426190,589,1191,188,53737->53735->53706->53704->53701->53695->53674->53668->53665->53664->53663->53397->53396->53395->53393->53392->53389->53388->53398->53386->53387->53343->53608->53342->52915->53582->53580->53601->53577->53574->53583->53524->53521->53514->53517->53511->53515->53498->53474->53475->53470->53450->53451->53446->53445->53420->53416->53419->48650->48649->48645->48629->48626->48625->48622->48624->48611->48656->48660->48663->48658->48549->48553->48552->48554->48551->48547->48419->48535->48538->48537->48474->48475->48471->48453->48452->48448->48443->48442->47789->47787->47783->47777->47775->47773->47772->47737->47734->47732->47723->47721->47720->47658->47603->47600->47597->47584->47582->47531->47523->47521->47518->47515->47506->47504->47501->47500->47499->47493->47491->47490->46863->46861->46860->46856->46852->46851->46853->46838->46837->46829->46831->36961->36962->46815->46814->46813->46810->46809->46808->41478->46655->46654->46653->46652->35497->36949->36950->46633->46631->46638->46618->46615->46614->46613->46612->46596->46585->46594->46593->46577->46592->46591->46314->46311->46310->46309->46301->46298->46289->46090->46089->46088->46086->46085->45969->45967->45961->45960->45955->45951->45916->45914->45913->45912->45902->45901->45900->45632->45633->45630->45628->45607->45618->45597->45596->45594->45583->45581
NY,0024,53737,45581,travel_time,190972,278546,537,1005,154,53737->53736->53734->53703->53700->53698->53697->52774->52773->50651->52772->52769->52768->52767->53673->53672->53665->53664->53663->53662->53660->53657->53654->53653->53607->53606->53568->53567->53565->53561->53506->53484->53482->53478->53464->53463->53460->53452->53451->53443->53440->53439->53413->53409->53408->48644->48643->48642->48635->48633->48612->48594->48399->48398->48395->48388->41636->41635->41631->41628->41626->41623->41622->41607->41604->41600->41590->41585->41587->41582->41577->41566->41563->41559->41553->38972->38808->38809->38803->38786->38785->38738->38732->38729->38730->38713->38706->38688->38686->38110->38103->38093->38089->38076->38041->38034->38025->37832->37823->37801->37798->37757->37755->37741->37731->35887->35886->35883->35876->35881->35879->35878->35861->35815->35809->35811->35863->35813->35820->35824->35825->35823->35907->35822->44847->44709->44845->44784->44791->44787->44789->44786->44752->44781->44797->44796->44765->44766->44753->44748->44763->44757->44758->44525->44524->44527->45612->45613->45606->45573->45575->45596->45594->45583->45581
NY,0024,53737,45581,elevation,235024,546204,359,1285,189,53737->53735->53706->53704->53701->53695->53674->53668->53665->53664->53663->53397->53396->53395->53393->53392->53389->53388->53398->53386->53387->53343->53608->53342->52915->53582->53580->53601->53577->53574->53588->53589->53586->53526->53525->53521->53514->53517->53511->53490->53496->53472->53468->53448->53447->53427->53426->53288->53275->53276->53273->53274->53271->53270->52944->41679->41678->41677->41676->41673->41672->41670->41665->41662->41660->40944->40941->40937->40935->40933->40819->40817->40815->40813->40812->40811->40802->40796->40797->40793->40791->40763->40761->40720->40719->40713->40706->40705->40694->40695->40693->39001->38996->38919->38914->38905->38903->38899->38904->38984->38865->38863->38858->38857->38853->38856->38851->38845->38843->38678->38765->38766->38676->38758->38759->38737->38724->38715->38704->38714->38711->38692->38684->38109->38107->38106->38098->38097->38082->38079->38084->38077->38076->38041->38034->38025->37832->37823->37801->37802->37800->37758->37755->37741->37731->35887->35886->35885->35884->35892->35873->35864->35863->35813->35820->35826->35866->35825->35920->35921->35908->35912->44849->44846->44845->44784->44783->44779->44780->44750->44742->44740->44746->44747->44748->44763->44757->44758->44525->44524->44527->45612->45613->45606->45573->45575->45596->45594->45583->45581
NY,0024,53737,45581,avg_degree,253424,410051,653,787,136,53737->53735->53706->53704->53701->53695->53674->53668->53665->53667->53669->53670->53671->49757->49756->49758->49759->49752->49755->49754->49753->49780->49776->49777->49779->49577->49576->49568->49569->49566->49567->49486->49485->49487->49483->49482->49472->49470->49466->49465->49463->49190->49460->49461->49196->49195->49193->49180->49041->49037->49030->49028->49005->49003->48994->48991->48242->48241->48232->48201->48194->48253->48250->48251->131309->130780->130775->130774->130736->130726->130608->130609->130590->130591->130547->130543->130545->130479->130478->130472->130471->129968->129963->129961->129950->129949->126991->126988->126975->126968->126958->126956->126959->126960->126971->126950->126949->126951->126945->46213->46210->46211->46193->46184->46182->46191->46174->46172->46175->46170->46169->46149->46145->46137->46120->45853->45840->45839->45838->45687->45682->45681->45680->45683->45706->45705->45679->45678->45693->45692->45691->45690->45604->45601->45599->45588->45581
NY,0024,53737,45581,hop_count,192232,370606,495,845,125,53737->53735->53706->53704->53701->53695->53674->53668->53665->53664->53663->53662->53660->53657->53654->53653->53607->53606->53568->53567->53565->53561->53506->53484->53482->53478->53479->53471->53470->53450->53451->53443->53440->53439->53413->53409->53408->48644->48643->48642->48635->48633->48612->48594->48399->48398->48395->48388->41636->41635->41631->41628->41626->41623->41622->41607->41604->41600->41590->41585->41587->41582->41577->41566->41563->41559->41553->38972->38808->38809->38803->38786->38796->38739->38733->38724->38715->38704->38687->38112->38102->38092->38089->38090->38086->38087->38066->38062->38055->38053->37933->37932->37934->41447->41433->41426->41420->41419->41406->37863->36001->41398->41399->41397->41396->41388->41383->46082->45945->45944->45935->45934->45930->45899->45898->45896->45893->45612->45613->45606->45573->45575->45596->45594->45583->45581
