dataset,query_id,source,target,scheme,network_state,feasible,c1,c2,c3,c4,c5,path
NY,0007,16470,173240,balanced,original,True,772339,1218422,1465,2178,370,16470->16471->16472->16519->16521->16522->16531->16534->16890->16891->16899->16902->16917->16919->9649->9648->9651->9653->9654->9723->9726->9727->9728->9802->9803->9809->9810->9811->9812->9834->10386->10392->10395->10396->10398->10456->10463->10470->10482->10483->10491->10538->10537->10560->10562->10561->10570->10573->12380->12386->12388->12387->12389->12405->12420->12421->12602->12603->12610->12611->12616->12617->12618->12620->12701->12715->12714->12717->12720->12762->12771->12769->12772->12774->12793->12797->12812->13364->13363->13119->13475->13478->13486->13489->13490->13494->13504->13511->13484->13485->13518->13519->13525->13527->13531->13607->13609->13615->13617->13618->14157->14161->14160->14207->14206->14208->14203->14205->24015->23995->23996->24027->23985->23968->23971->25144->25143->14369->25145->25090->25147->25149->24028->25152->34161->187206->187205->187637->187636->187638->187639->187204->186813->186812->187689->187688->188004->188014->188050->188058->187989->187988->188259->188264->188268->188284->188288->135147->135148->135150->134212->135230->135257->135273->135292->135274->135295->135298->135345->135347->136648->136654->136661->136664->136679->135647->135648->136385->136384->136395->136394->136538->136465->136459->136458->136511->136509->136516->136842->136843->136853->137815->137818->137825->137892->137891->137909->137908->138474->138475->138491->138525->138527->138541->138542->138543->138615->138616->138620->138621->138623->138626->138625->138627->138628->138629->138676->138669->138668->138675->139071->139127->139215->139232->139219->139333->139283->139292->139359->139507->139508->139534->139533->139535->139536->200474->200547->200459->200460->200589->200590->214835->200591->200592->198812->200628->200629->200621->200627->214838->201293->201294->201300->214897->201489->201490->201606->201607->201608->201609->201612->201613->201615->201627->201628->201800->209733->201961->201962->201959->201966->201975->202019->202020->202023->202022->202036->181386->181387->181388->181407->181415->181418->181428->181442->181764->181763->181771->181773->181774->181809->181766->181767->181828->182818->182819->182932->182933->182935->182936->182948->182999->183534->183535->183599->183602->183590->183624->183622->183623->183636->183635->183634->183718->183702->183701->183689->183688->183687->183677->183676->185237->173982->185242->185241->185240->185239->185243->182630->182633->182626->182627->182629->182640->168582->168583->169198->169410->169409->173747->173761->173740->173739->173738->173651->173650->173649->173648->173647->173646->173728->185401->173840->173834->173833->173832->173845->173859->173857->173856->173874->173875->173876->174763->174771->174759->173214->173213->173216->173228->173227->173270->173260->173259->173258->173257->173256->173252->173253->173254->173240
NY,0007,16470,173240,balanced,disrupted,True,887774,1429461,1541,2442,425,16470->9592->9591->9590->9588->9587->9585->9433->9429->9432->9436->9441->9603->9604->9455->9618->9622->9461->9623->9656->9449->9466->9468->9470->9472->9920->9921->9919->9922->9930->9929->9932->9953->9958->9977->9983->9982->232624->232626->232625->232812->232791->232813->232814->232816->232821->232826->232832->232833->232840->232837->232842->232897->232899->232902->232903->232920->232921->232935->232936->232938->233581->233591->233579->233578->233571->233569->233568->233566->233567->233606->233607->233510->233509->233507->233454->233495->233496->233487->233484->233470->233483->233463->233461->233453->233452->233447->233271->233270->234707->233428->233427->233429->233430->239208->240019->240020->240033->263715->240037->240039->240079->240078->240583->240604->240605->261435->240987->240988->240989->261433->240217->240993->241009->241048->241104->241103->241108->241120->241124->240281->240284->241112->241111->241133->241128->261245->261247->241183->261250->241257->241256->241250->242106->242109->242110->242121->242126->242128->242127->261280->242192->242191->242195->242099->242098->249568->249569->249570->249571->249573->249577->249580->249596->250189->250204->250205->250209->250210->250211->250280->250282->250332->250350->250353->250544->250572->250582->250583->250585->250586->250938->250937->250940->250939->250941->250942->250960->250964->250965->250966->250968->250967->250858->250857->250860->250863->251083->251084->251087->251096->251097->251089->251109->251110->251113->251140->251141->251143->251153->251154->251325->251341->251346->251363->251369->251378->251392->133873->133871->133876->133877->133894->133901->133905->133911->133910->133913->134047->134042->134040->134041->134045->134043->139548->137311->137310->137316->137384->137389->137390->138714->138717->138716->138718->134132->134131->138719->138720->138721->138812->138814->138816->138818->138820->138822->138824->138837->138842->138847->138892->138891->138900->138899->138902->138904->138905->138907->138906->138940->138939->138953->138996->139080->139079->139098->139218->139219->139333->139283->139292->139359->139507->139508->139534->139533->139535->139536->200474->200547->200459->200460->200589->200590->214835->200591->200592->198812->200628->200629->200621->200627->214838->201293->201294->201300->214897->201489->201490->201606->201607->201608->201609->201612->201613->201615->201627->201628->201800->209733->201961->201962->201959->201966->201975->202019->202020->202023->202022->202036->181386->181387->181388->181407->181415->181418->181428->181442->181764->181763->181771->181773->181774->181809->181766->181767->181828->182818->182819->182932->182933->182935->182936->182948->182999->183534->183535->183599->183602->183590->183624->183622->183623->183636->183635->183634->183718->183702->183701->183689->183688->183687->183677->183676->185237->173982->185242->185241->185240->185239->185243->182630->182633->182626->182627->182629->182640->168582->168583->169198->169410->169409->173747->173761->173740->173739->173738->173651->173650->173649->173648->173647->173646->173728->185401->173840->173834->173833->173832->173845->173859->173858->173861->186041->185445->185444->185707->185705->185704->185703->173215->173214->173213->173216->173228->173227->173270->173260->173259->173258->173257->173256->173252->173253->173254->173240
NY,0007,16470,173240,time_shortest,original,True,764549,1045897,1591,2632,440,16470->16471->16472->16519->16521->16522->16531->16534->16890->16891->16899->16902->16892->16903->16916->16915->9652->9651->9653->9654->9723->9726->9727->9728->9802->9803->9809->9810->9811->9812->9834->10386->10394->10401->10408->10427->10426->10405->10406->10433->10435->10437->10446->10450->10449->10452->10604->10607->10608->10612->10614->10664->10666->10667->10675->10681->10685->10686->10688->10689->10929->10930->10946->10947->10949->10958->10959->10989->10988->10992->10996->10997->13402->13401->13405->13404->13407->13410->13416->35099->13423->13422->35098->13425->13424->14227->34108->35097->14237->14236->14251->14257->14260->14263->14274->14288->14290->14289->14311->14301->14310->14336->14335->14347->13598->13531->13607->13613->13614->13616->14155->14156->14153->14131->14140->14187->14186->14193->14190->14192->23990->23841->23932->23935->23926->23941->23929->23930->23947->23949->23951->23954->23955->23956->23908->23907->23902->23905->23903->23906->25067->25064->25070->25090->25147->25149->24028->25152->34161->187206->187205->187637->187677->187767->187719->187720->187715->187802->187801->187807->187810->187858->187866->190598->190603->190832->187972->187891->187970->134640->134639->134641->134652->134653->134674->134678->134693->134694->134698->134188->134189->134213->134214->134894->134888->134889->134913->134958->134966->134981->134982->134993->135693->135809->135724->135834->135839->135840->135879->135793->135881->136079->136081->134278->134279->136096->135816->135817->136162->136163->136178->136183->136185->136206->136788->136764->136765->139552->136801->136802->136805->137492->139580->137506->137715->139578->139579->137735->137737->137764->137767->137770->139692->139691->137766->137765->138482->138484->138516->138521->138526->138541->138542->138543->138615->138616->138620->138621->138623->138626->138625->138627->138628->138629->138678->138677->138683->138684->138691->199272->199617->199627->199677->199682->199683->214973->199728->199729->199731->199740->199757->199843->199844->199855->199878->199926->213887->199948->199952->200503->200505->195964->195965->200460->200589->200590->214835->200591->200592->198812->200628->200629->200621->200627->214838->201293->201294->201300->214897->201489->201490->201606->201607->201608->201609->201612->201613->201615->201627->201628->201800->209733->201961->201962->201959->201966->201975->202019->202020->202023->202022->202036->181386->181387->181388->181407->181415->181418->181428->181442->181764->181763->181771->181773->181774->181809->181766->181767->181828->182818->182819->182932->182933->182935->182936->182948->182999->183534->183535->183599->183602->183724->183725->183711->183712->183728->172900->172898->174039->174040->174047->174048->174097->174104->174107->174358->174372->174401->174396->174397->175076->175110->175084->175117->175155->175164->175553->175537->175507->175508->175511->175510->175509->175107->174986->174785->174786->174803->174820->174816->174815->174813->174828->174826->174827->173865->173864->173862->173863->173880->173881->174950->174939->174935->174830->174850->174865->174866->174867->174833->174832->174755->174756->174772->174777->173343->173265->173264->173308->173309->173263->173262->173261->173351->173350->173349->173356->173352->173344->173316->173317->173318->173287->173288->173289->173290->173256->173252->173253->173241->173240
NY,0007,16470,173240,time_shortest,disrupted,True,916560,1180314,1977,3506,598,16470->16467->16463->16462->9574->9555->9552->16346->16344->16408->16407->16405->16411->16409->16372->16368->16358->16359->16356->16375->16355->15974->15993->15996->15985->35342->15995->15994->15988->15984->15981->15986->15947->15930->15932->15934->16130->16042->16045->16040->16044->34074->34073->16037->16030->15857->16028->15848->15847->15844->15842->15801->16011->16009->16008->16007->15645->15643->15609->15604->15608->15606->15601->15605->15351->15638->15612->15614->15615->15616->15626->15617->15700->15701->15702->15707->15706->15710->19117->19118->19127->19158->19160->19168->19167->19169->19173->19174->19349->19264->19263->19261->19244->19251->19248->19268->19266->18123->18122->18121->18124->18125->18126->18136->18135->18112->14000->13999->18114->18127->18138->18754->18755->18756->18757->18758->18746->18778->20339->20340->20350->34127->34586->20352->13071->13070->13069->20478->20483->20484->20499->20676->20673->20682->20686->20855->20859->20864->20866->20865->20868->20887->20888->25729->25730->25737->25738->25740->25808->25814->25815->6589->25826->25829->25830->25838->25839->25902->25905->25922->25921->27815->27910->27911->27931->27932->27976->27984->27982->27990->27996->28494->28495->28497->28499->28510->28511->28533->28541->28547->28563->28553->28554->28579->28580->28627->28629->28638->28639->28640->28642->28644->28648->28646->28650->28649->28652->28653->28658->28712->28713->28714->28715->56586->51534->51533->51532->51682->56592->56743->51118->51117->51087->51086->51083->51085->51107->51108->51111->51112->51113->51125->51127->51128->51131->51132->51133->51135->56595->51245->51246->51247->51244->51251->51253->51254->51255->51256->51257->51259->51278->51282->51287->51288->51290->51308->51348->52235->52245->52263->52268->52278->52340->52341->52349->52353->52367->52381->52494->52375->52496->56588->56589->52597->56590->52590->52591->56591->189753->189662->189663->187371->190617->190621->190620->190815->190710->187366->187392->187522->187527->187542->189420->189424->189423->186938->186937->186939->186947->186948->186977->187005->187007->187011->187033->187031->187032->187034->190666->190534->187191->187192->190670->194538->194534->194539->194632->194638->214430->194655->194656->214432->194664->194663->194665->214978->194667->194674->194675->194685->194695->194696->194639->194640->194825->194841->194842->194849->194853->194861->194856->194862->194865->194866->194868->194889->194895->195018->214812->194681->195072->214811->195083->195085->214454->195111->195112->195118->195119->214809->195262->195261->195264->194736->194735->195302->195301->195383->195390->195392->195400->196173->196174->196228->196223->196224->196260->214617->215133->215134->214366->196529->196530->196536->196554->196555->197081->197086->214885->214828->214829->197094->197095->202177->202178->214318->202184->202187->202188->202198->202199->202384->202385->202386->214311->202403->214310->202465->202464->214313->214312->202473->202456->202925->202935->202971->202976->202977->202981->202989->202986->202988->204544->203079->203080->214960->214842->203015->203017->214817->214820->203051->203055->214409->214410->205238->205306->205470->205471->205480->205551->214886->205549->214329->206204->206227->206235->206426->206441->206494->206438->206419->206420->206493->208849->208851->208850->208858->208860->208901->208905->214358->208912->208913->208911->209012->208998->208999->209024->209029->201567->201568->209061->209685->209708->201616->201617->209698->209730->209733->201961->201962->201959->201966->201975->202019->202020->202023->202022->202036->181386->181387->181388->181407->181415->181418->181428->181442->181764->181763->181771->181773->181774->181809->181766->181767->181828->182818->182819->182932->182933->182935->182936->182948->182999->183534->183535->183599->183602->183724->183725->183711->183712->183728->172900->172898->174039->174040->174047->174048->174097->174104->174107->174358->174372->174401->174396->174397->175076->175110->175084->175117->175155->175164->175553->175537->175507->175508->175511->175510->175509->175107->174986->174785->174786->174803->174820->174816->174815->174813->174828->174826->174827->173865->173864->173862->173863->173880->173881->174950->174939->174935->174830->174850->174865->174866->174867->174833->174832->174755->174756->174772->174777->173343->173265->173264->173308->173309->173263->173262->173261->173351->173350->173349->173356->173352->173344->173316->173317->173318->173287->173288->173289->173290->173256->173252->173253->173241->173240
NY,0008,16830,165389,time_priority,original,True,598984,832717,1237,2272,378,16830->16828->16831->16837->16836->16934->16822->16821->16932->16933->9770->9769->9811->9812->9834->10386->10382->10399->10400->10425->10423->10419->10421->10441->10591->10596->10598->10592->10602->10617->10621->10611->10623->10624->10673->10674->10678->10680->10682->10927->10928->10931->10948->10956->10959->10989->10988->10992->10996->10997->13402->13401->13405->13404->13407->13410->13416->35099->13423->13422->35098->13425->13424->14227->34108->35097->14237->14236->14251->14257->14260->14263->14274->14288->14290->14289->14311->14301->14310->14336->14335->14347->13598->13531->13607->13613->13614->13616->14155->14156->14153->14131->14140->14187->14186->14200->14202->14203->14205->24015->23995->23996->24027->23985->23968->23971->25144->25143->14369->25145->25090->25147->25149->24028->25152->34161->187206->187205->187637->187677->187767->187719->187720->187715->187802->187801->187807->187810->187858->187866->190598->190603->190832->187972->187891->187970->134640->134639->134641->134652->134653->134674->134678->134683->134696->134704->134228->134189->134213->134214->134894->134888->134889->134913->134958->134966->134981->134982->134993->135693->135809->135724->135834->135839->135840->135879->135793->135881->136079->136081->134278->134279->136096->135816->135817->136162->136163->136178->136183->136185->136206->136788->136764->136765->139552->136801->136802->136805->137492->139580->137506->137715->139578->139579->137735->137737->137764->137767->137770->139692->139691->137766->137765->138482->138484->138516->138521->138526->138541->138542->138543->138615->138616->138620->138621->138623->138626->138625->138627->138628->138629->138678->138677->138683->138684->138691->199272->199617->199627->199677->199682->199683->214973->199728->199729->199731->199740->199757->199843->199844->199855->199878->199926->213887->199948->199952->200503->200505->195964->195965->200460->200589->200590->214835->200591->200592->198812->200628->200629->200621->200627->214838->201293->201294->201300->214897->201489->201490->201606->201607->201608->201609->201612->201613->201615->201627->201628->201800->209733->209734->209735->209744->209753->209754->209869->205427->205428->209890->209891->198934->198935->202260->209895->205558->205559->213876->213877->213880->213881->213888->213907->213908->213910->213911->213912->194968->194969->214712->214713->214223->214221->214220->162590->162582->162581->161325->161313->161312->161348->161315->161316->210504->210503->196645->196646->205335->210509->198809->196815->210542->199718->213822->214400->211927->199739->199712->198810->214262->163951->163950->163952->163983->163986->163985->163956->163957->163949->163948->164024->164037->164040->164039->164038->164103->164208->164179->164178->164391->164379->164378->164442->164459->165133->165168->165167->165169->165178->165356->165341->165336->165335->165357->165360->165361->165362->165363->165364->165388->165389
NY,0008,16830,165389,time_priority,disrupted,True,672905,1004741,1289,3088,512,16830->16829->16832->16783->16777->16776->16689->16687->16685->16674->16667->16672->16626->16676->16675->16706->34070->16708->16707->16709->16713->16716->16718->16720->21431->21436->21438->21435->21439->19807->19809->21446->21448->21447->21449->21452->19847->19848->19843->19932->19933->19930->19942->19941->19939->19944->19945->19958->19961->19957->19956->20171->20172->20184->20189->20191->20193->20180->20200->20211->20213->21898->20225->20286->20290->21883->20282->20291->20314->20315->20320->20323->20324->21169->22664->22667->22669->22670->22673->22674->22675->21188->21186->21185->21183->21173->21190->21192->21179->21182->21181->21268->21270->21272->21276->21277->21278->21282->21263->21262->21390->21391->21392->21394->21396->21397->21420->21422->25973->25974->25969->25979->26060->26063->26075->26077->26078->26096->26097->26103->26102->27981->28493->27983->28494->28495->28497->28499->28510->28511->28533->28541->28547->28563->28553->28554->28579->28580->28627->28629->28638->28639->28640->28642->28644->28648->28646->28650->28649->28652->28653->28658->28712->28713->28714->28715->56586->51534->51533->51532->51682->56592->56743->51118->51117->51087->51086->51083->51085->51107->51108->51111->51112->51113->51125->51127->51128->51131->51132->51133->51135->56595->51245->51246->51247->51244->51251->51253->51254->51255->51256->51257->51259->51278->51282->51287->51288->51290->51308->51348->52235->52245->52263->52268->52278->52340->52341->52349->52353->52367->52381->52494->52375->52496->56588->56589->52597->56590->52590->52591->56591->189753->189662->189660->189661->187372->187368->190673->190622->187379->187378->187374->187393->187523->187525->187541->187585->187587->187586->189427->189428->189437->186989->186988->186992->186990->187000->187032->187034->190666->190534->187191->187192->190670->194538->194534->194539->194632->194638->214430->194655->194656->214432->194664->194663->194665->214978->194667->194674->194675->194685->194695->194696->194639->194640->194825->194841->194842->194849->214760->194874->194867->194657->194868->194889->194895->195018->214812->194681->195072->214811->195083->195085->214454->195111->195112->195118->195119->214809->195262->195261->195264->195274->195301->195383->195390->195392->195400->196173->196174->196228->196223->196224->196260->214617->215133->215134->214366->196529->196530->196536->196554->196555->197081->197086->214885->214828->214829->197094->197095->202177->202178->214318->202184->202187->202188->202198->202199->202384->202385->202386->214311->202403->214310->202465->202464->214313->214312->202473->202456->202925->202935->202971->202976->202977->202981->202989->202986->202987->214896->202990->202991->214330->194521->194522->202552->203356->203087->203088->214328->201726->203352->213480->214326->203388->203389->203404->203405->203419->203420->205685->199663->199875->199876->214386->214391->205692->205693->204803->204804->205694->205706->205707->205758->205759->205774->205777->205787->205791->205797->205801->207273->207274->207279->207291->207292->207295->203961->203962->207301->207307->207334->207354->207353->207369->207371->207376->194524->207378->207530->207532->207545->207547->207566->207601->207612->207742->208502->208505->208519->208525->208551->208552->208560->208561->208562->208564->208624->208638->208689->208697->214214->213744->213745->208780->211133->211188->211192->211217->214932->211456->211457->211444->211445->212121->212232->212167->212340->212339->214513->212341->212325->212326->215184->215185->207786->207787->214317->212330->212327->214316->214315->207843->207842->212039->214265->214266->164117->164092->164087->164086->164085->164084->164037->164040->164039->164038->164103->164208->164179->164178->164391->164379->164378->164442->164459->165133->165168->165167->165169->165178->165356->165341->165336->165335->165334->165380->165384->165383->165363->165364->165388->165389
NY,0008,16830,165389,stable_priority,original,True,630197,919428,1181,2090,350,16830->16828->16831->16837->16836->16934->16822->16821->16932->16933->9770->9769->9811->9812->9834->10386->10392->10395->10396->10398->10456->10463->10470->10482->10483->10491->10538->10537->10560->10562->10561->10570->10573->12380->12386->12388->12387->12389->12405->12420->12421->12602->12603->12610->12611->12616->12617->12618->12620->12701->12715->12714->12717->12720->12762->12771->12769->12772->12774->12793->12797->12812->13364->13363->13119->13475->13478->13486->13489->13490->13494->13504->13511->13484->13485->13518->13519->13525->13527->13531->13607->13609->13615->13617->13618->14157->14161->14160->14207->14206->14208->14203->14205->24015->23995->23996->24027->23985->23968->23971->25144->25143->14369->25145->25090->25147->25149->24028->25152->34161->187206->187205->187637->187677->187767->187719->187720->187715->187802->187801->187807->187810->187858->187866->190598->190603->190602->190779->190765->190778->190495->190494->187974->187973->190597->188002->187999->188257->188290->188289->188284->188288->135147->135148->135150->134212->135230->135257->135273->135292->135274->135295->135298->135345->135347->136648->136654->136661->136664->136679->135647->135648->136385->136384->136395->136394->136538->136465->136459->136458->136511->136509->136516->136842->136843->136853->137815->137818->137825->137892->137891->137909->137908->138474->138475->138491->138525->138527->138541->138542->138543->138615->138616->138620->138621->138623->138626->138625->138627->138628->138629->138676->138669->138668->138675->139071->139127->139215->139232->139219->139333->139283->139292->139359->139507->139508->139534->139533->139535->139536->200474->200547->200459->200460->200589->200590->214835->200591->200592->198812->200628->200629->200621->200627->214838->201293->201294->201300->214897->201489->201490->201606->201607->201608->201609->201612->201613->201615->201627->201628->201800->209733->209734->209735->209744->209753->209754->209869->205427->205428->209890->209891->198934->198935->202260->209895->205558->205559->213876->213877->213880->213881->213888->213907->213908->213910->213911->213912->194968->194969->214712->214713->214223->214221->214220->162590->162582->162581->161325->161313->161312->161348->161315->161316->210504->210503->196645->196646->205335->210509->198809->196815->210542->199718->213822->214400->211927->163929->163928->163927->163959->163966->163981->163983->163986->163985->163956->163957->163949->163948->164024->164037->164040->164039->164038->164103->164208->164179->164178->164391->164379->164378->164442->164459->165133->165168->165167->165169->165178->165356->165341->165336->165335->165357->165360->165361->165362->165363->165364->165388->165389
NY,0008,16830,165389,stable_priority,disrupted,True,669407,1354260,927,3128,481,16830->16829->16832->16783->16777->16776->16689->16687->16685->16674->16667->16672->16626->16676->16675->16706->34070->16708->16707->16709->16713->16716->16718->16720->21431->21436->21438->21435->21439->19807->19809->21446->21448->21447->21449->21452->19847->19848->19843->19932->19933->19930->19942->19941->19939->19944->19945->19958->19961->19957->19956->20171->20172->20184->20189->20191->20193->20180->20200->20211->20213->21898->20225->20286->20290->21883->20282->20291->20314->20315->20320->20323->20324->21169->22664->22667->22669->22670->22673->22674->22675->21188->21186->21185->21196->21189->21182->21181->21268->21270->21272->21276->21277->21278->21283->21285->21414->21415->21416->23101->23103->23105->28161->28164->28169->28212->28213->28218->28220->28223->28230->28233->28237->28246->28248->28253->28258->28260->28512->28514->28515->28517->28523->28525->28536->28545->28550->28602->28551->28555->28622->28624->28580->28627->28629->28638->28639->28640->28642->28644->28648->28646->28651->28654->28655->28656->28660->28662->28674->28690->28692->28732->28729->28737->24418->23506->28899->28900->28902->28913->28916->28915->28745->28920->28954->28957->28748->51569->51571->51597->51574->51578->51559->51584->51555->51564->51563->51561->51560->51878->51881->51880->51863->51691->51867->51864->51698->51697->51700->51788->51787->51727->51724->51725->51729->51730->51732->51767->51768->51815->51820->56628->51847->51844->51855->51856->51857->52105->52110->52536->52535->52543->52547->52546->52587->56384->52593->52592->52590->52591->56591->189753->189662->189660->189661->187372->187368->190673->190622->187379->187378->187374->187393->187523->187525->187541->187585->187587->187586->189427->189428->189437->186989->186988->186992->186990->187000->187032->187034->190666->190534->187191->187192->190670->194538->194534->194539->214758->214759->194635->194636->214429->194661->194662->194688->194689->194698->194697->194606->194607->194640->194825->194841->194842->194849->214760->194874->194867->194657->194868->194889->194895->195018->214812->194681->195072->214811->195083->195085->214454->195111->195112->195118->195119->214907->194735->195302->195381->195397->195399->195392->195400->196173->196174->196228->196223->196224->196260->214617->215133->215134->214366->214884->196482->196479->196480->196487->196516->196574->196578->196579->196584->196585->196596->196598->196599->196602->196659->196660->197173->197174->197181->197183->197198->197204->202576->202575->202573->202574->202578->202757->202800->202805->202806->202831->202832->202833->202835->202836->202843->202844->202845->202848->202851->202854->203634->203635->203633->203637->203860->203566->203567->212155->204137->204138->204140->204152->204155->204175->204199->204201->204208->204265->204268->204269->204369->204372->204378->207179->207198->207203->207212->207618->197427->207620->207626->207627->207654->207657->207658->207662->207664->207679->207683->207685->207688->207730->207714->207722->207723->207733->207736->207737->207802->207845->207852->207853->214819->208562->208564->208624->208638->208689->208697->214214->213744->213745->208780->211133->211188->211192->211217->214932->211456->211457->211444->211445->212121->212232->212167->212762->212364->212365->212367->161408->161407->161406->161405->161404->161403->161410->164579->164578->164590->164591->164554->164553->164556->164571->164710->164564->164565->164717->164701->164458->164386->164387->164440->164439->164437->164376->164375->164380->164442->164459->165133->165168->165167->165169->165178->165356->165341->165336->165335->165357->165360->165361->165362->165363->165364->165388->165389
NY,0008,16830,165389,balanced,original,True,630197,919428,1181,2090,350,16830->16828->16831->16837->16836->16934->16822->16821->16932->16933->9770->9769->9811->9812->9834->10386->10392->10395->10396->10398->10456->10463->10470->10482->10483->10491->10538->10537->10560->10562->10561->10570->10573->12380->12386->12388->12387->12389->12405->12420->12421->12602->12603->12610->12611->12616->12617->12618->12620->12701->12715->12714->12717->12720->12762->12771->12769->12772->12774->12793->12797->12812->13364->13363->13119->13475->13478->13486->13489->13490->13494->13504->13511->13484->13485->13518->13519->13525->13527->13531->13607->13609->13615->13617->13618->14157->14161->14160->14207->14206->14208->14203->14205->24015->23995->23996->24027->23985->23968->23971->25144->25143->14369->25145->25090->25147->25149->24028->25152->34161->187206->187205->187637->187677->187767->187719->187720->187715->187802->187801->187807->187810->187858->187866->190598->190603->190602->190779->190765->190778->190495->190494->187974->187973->190597->188002->187999->188257->188290->188289->188284->188288->135147->135148->135150->134212->135230->135257->135273->135292->135274->135295->135298->135345->135347->136648->136654->136661->136664->136679->135647->135648->136385->136384->136395->136394->136538->136465->136459->136458->136511->136509->136516->136842->136843->136853->137815->137818->137825->137892->137891->137909->137908->138474->138475->138491->138525->138527->138541->138542->138543->138615->138616->138620->138621->138623->138626->138625->138627->138628->138629->138676->138669->138668->138675->139071->139127->139215->139232->139219->139333->139283->139292->139359->139507->139508->139534->139533->139535->139536->200474->200547->200459->200460->200589->200590->214835->200591->200592->198812->200628->200629->200621->200627->214838->201293->201294->201300->214897->201489->201490->201606->201607->201608->201609->201612->201613->201615->201627->201628->201800->209733->209734->209735->209744->209753->209754->209869->205427->205428->209890->209891->198934->198935->202260->209895->205558->205559->213876->213877->213880->213881->213888->213907->213908->213910->213911->213912->194968->194969->214712->214713->214223->214221->214220->162590->162582->162581->161325->161313->161312->161348->161315->161316->210504->210503->196645->196646->205335->210509->198809->196815->210542->199718->213822->214400->211927->163929->163928->163927->163959->163966->163981->163983->163986->163985->163956->163957->163949->163948->164024->164037->164040->164039->164038->164103->164208->164179->164178->164391->164379->164378->164442->164459->165133->165168->165167->165169->165178->165356->165341->165336->165335->165357->165360->165361->165362->165363->165364->165388->165389
NY,0008,16830,165389,balanced,disrupted,True,665218,1313587,993,2956,459,16830->16829->16832->16783->16777->16776->16689->16687->16685->16674->16667->16672->16626->16676->16675->16706->34070->16708->16707->16709->16713->16716->16718->16720->21431->21436->21438->21435->21439->19807->19809->21446->21448->21447->21449->21452->19847->19848->19843->19932->19933->19930->19942->19941->19939->19944->19945->19958->19961->19957->19956->20171->20172->20184->20189->20191->20193->20180->20200->20211->20213->21898->20225->20286->20290->21883->20282->20291->20314->20315->20320->20323->20324->21169->22664->22667->22669->22670->22673->22674->22675->21188->21186->21185->21183->21173->21190->21192->21179->21182->21181->21268->21270->21272->21276->21277->21278->21283->21285->21414->21415->21416->23101->23103->23105->28161->28164->28169->28212->28213->28218->28220->28223->28230->28233->28237->28246->28248->28253->28258->28260->28512->28514->28515->28520->28524->28536->28545->28550->28602->28551->28555->28622->28624->28580->28627->28629->28638->28639->28640->28642->28644->28648->28646->28650->28649->28652->28653->28658->28712->28713->28714->28715->56586->51534->51533->51532->51682->56592->56743->56744->56663->56664->51124->51123->51120->51119->51121->56740->51137->51136->56593->51140->51139->51147->51272->51273->51171->51292->51294->51300->51303->52205->52207->52221->52298->52303->52305->52319->52361->52358->52362->52363->52559->52558->52561->52567->52569->52572->52597->56590->52590->52591->56591->189753->189662->189660->189661->187372->187368->190673->190622->187379->187378->187374->187393->187523->187525->187541->187585->187587->187586->189427->189428->189437->186989->186988->186992->186990->187000->187032->187034->190666->190534->187191->187192->190670->194538->194534->194539->214758->214759->194635->194636->214429->194661->194662->194688->194689->194698->194622->194623->194833->194838->194849->214760->194874->194867->194657->194868->194889->194895->195018->214812->194681->195072->214811->195083->195085->214454->195111->195112->195118->195119->214907->194735->195302->195301->195383->195390->195392->195400->196173->196174->196228->196223->196224->196260->214617->215133->215134->214366->214884->196482->196479->196480->196487->196516->196574->196578->196579->196584->196585->196596->196598->196600->196604->196605->197172->197178->197191->197195->197202->197249->202575->202573->202574->202578->202757->202800->202805->202806->202831->202832->202833->202835->202836->202843->202844->202845->202848->202851->202854->203634->203635->203633->203637->203860->203566->203567->212155->204137->204138->204140->204152->204155->204175->204199->204201->204208->204265->204268->204269->204369->204372->204378->207179->207198->207203->207212->207618->197427->207620->207626->207627->207654->207657->207658->207662->207664->207679->207683->207685->207688->207730->207714->207722->207723->207733->207736->207737->207802->207845->207852->207853->214819->208562->208564->208624->208638->208689->208697->214214->213744->213745->208780->211133->211188->211192->211217->214932->211456->211457->211444->211445->212121->212232->212167->212762->212364->212365->212367->161408->161407->161406->161405->161404->161403->161410->164579->164578->164590->164591->164554->164553->164556->164571->164710->164564->164565->164717->164701->164458->164386->164387->164440->164439->164437->164376->164375->164380->164442->164459->165133->165168->165167->165169->165178->165356->165341->165336->165335->165357->165360->165361->165362->165363->165364->165388->165389
